2,2.56,2
-19,-3,0
-13,-4,1
-27,-14,0
-25,-10,0
1.696801183,-1.502864145,2
4.546870061,-1.381584618,1
7.760777519,-1.320944855,1
10.91404521,-1.684783435,1
14.43115149,-1.987982252,1
17.58441918,-2.169901542,1
21.16216522,-2.230541305,1
25.1643896,-2.836938939,1
29.10597422,-3.382696809,1
33.53267695,-3.867814916,1
38.0806592,-5.262529473,1
41.29456665,-8.294517641,1
42.14352334,-12.59994084,1
40.20305091,-16.78408451,1
36.38274582,-19.75543292,1
32.31988168,-21.81718487,1
27.77189943,-23.63637777,1
23.89095457,-25.15237185,1
20.13128924,-25.69812972,1
16.79610226,-24.60661398,1
14.12795267,-21.51398605,1
10.6108464,-18.17879907,1
6.547982252,-15.75320853,1
1.63616142,-15.20745066,1
-3.215019649,-15.99576759,1
-7.823641664,-17.45112191,1
-11.28010818,-21.39270653,1
-10.79499007,-26.48644665,1
-10.37051172,-30.06419269,1
-12.00778534,-33.94513754,1
-14.19081682,-37.03776547,1
-13.82697824,-41.82830678,1
-12.12906486,-46.31564927,1
-9.036436931,-50.07531459,1
-4.185255862,-52.68282442,1
-0.1830314808,-53.95625945,1
4.243671244,-53.83497992,1
8.306535389,-53.16794252,1
11.7630019,-54.50201732,1
13.76411409,-57.59464525,1
14.79499007,-60.86919247,1
14.37051172,-65.41717472,1
13.15771646,-69.11620029,1
15,-74,0
10.06508853,-71.66307035,1
6.244783435,-72.45138727,1
2.424478343,-72.26946798,1
-1.880944855,-70.81411366,1
-6.48956687,-68.81300147,1
-10.12795267,-67.23636762,1
-12.25034439,-65.41717472,1
-14.00889753,-62.02134797,1
-15.28233256,-59.1712791,1
-17.28344475,-57.04888738,1
-20.13351363,-53.10730276,1
-21.58886795,-49.04443862,1
-22.01334629,-44.73901542,1
-23.22614156,-41.58574772,1
-23.95381872,-38.91759814,1
-24.62085611,-34.79409423,1
-24.98469469,-31.15570843,1
-25.22725375,-28.36627931,1
-25.28789351,-25.21301162,1
-24.56021635,-21.81718487,1
-23.22614156,-18.72455694,1
-22.07398605,-15.51064948,1
-20.98247031,-12.6605806,1
-19.04199788,-9.325393618,1
-16.01000972,-6.354045213,1
-10.06731291,-2.533740122,1
-7.21724403,-2.351820832,1
-4.367175152,-2.169901542,1
-1.274547221,-1.745423198,1
4.546870061,2.19616142,0
7.882057046,2.01424213,0
10.97468498,2.01424213,0
14.37051172,1.711043313,0
18.25145658,1.347204733,0
20.98024593,1.225925206,0
26.13462582,0.8014468627,0
29.95493091,0.07376970239,0
34.4422734,-0.5932676945,0
39.11153517,-0.9571062747,0
42.02224382,-1.987982252,0
43.29567885,-2.958218465,0
45.29679104,-5.56572829,0
45.96382843,-10.1743503,0
46.32766701,-14.66169279,0
45.11487175,-17.45112191,0
43.29567885,-20.30119079,0
40.93072807,-23.0906199,0
37.89873991,-24.9098128,0
34.13907458,-26.85028523,0
30.37940925,-28.12372026,0
26.74102345,-29.03331671,0
23.16327741,-29.27587576,0
18.91849398,-29.33651553,0
15.15882865,-28.30563955,0
11.70236214,-25.94068878,0
10.06508853,-23.02998014,0
7.275659412,-20.78630889,0
2.90959645,-19.33095457,0
-1.335186985,-19.69479315,0
-5.276771603,-21.21078724,0
-6.247007816,-24.84917304,0
-5.883169236,-28.48755884,0
-6.368287343,-31.76210606,0
-7.39916332,-34.61217494,0
-10.2492322,-38.25056074,0
-9.824753854,-42.01022607,0
-8.187480244,-44.4358166,0
-6.30764758,-46.61884808,0
-3.760777519,-48.19548193,0
-0.1830314808,-49.04443862,0
4.486230298,-49.34763743,0
8.124616099,-48.98379885,0
12.79387788,-49.65083625,0
16.25034439,-51.95514726,0
18.43337587,-54.38073779,0
19.76745066,-57.71592478,0
20.01000972,-61.71814916,0
19.28233256,-66.20549165,0
17.2205806,-70.26835579,0
10.55020663,-76.08977307,0
5.941584618,-77.5,0
1.514881893,-76.51425142,0
-2.608622015,-74.69505852,0
-5.640610183,-73.78546207,0
-7.884281427,-72.5726668,0
-11.15882865,-70.99603295,0
-15.64617114,-68.38852313,0
-17.5260038,-65.2958952,0
-18.86007859,-61.96070821,0
-21.58886795,-58.38296217,0
-23.52934037,-54.80521614,0
-24.49957659,-50.98491104,0
-25.71237185,-46.19436974,0
-27.16772617,-42.55598394,0
-28.01668286,-38.73567885,0
-28.80499979,-34.24833636,0
-28.98691908,-30.3673915,0
-29.41139742,-26.18324783,0
-28.92627931,-22.36294274,0
-27.83476357,-17.81496049,0
-22.07398605,-6.050846397,0
-16.25256877,-1.078385801,0
-12.43226368,0.3769685192,0
-8.126840481,1.711043313,0
-4.306535389,2.074881893,0
-1.335186985,2.19616142,0